Order_ID,Rating
JA-2019-000213,4
JA-2019-000214,3
JA-2019-000215,5
MA-2019-000216,5
CH-2019-000217,4
CH-2019-000218,2
IN-2019-000219,5
RU-2019-000220,4
IN-2019-000221,5
IN-2019-000222,5
IN-2019-000223,2
SI-2019-000224,5
JA-2019-000225,5
IN-2019-000226,4
RU-2019-000227,5
RU-2019-000228,5
JA-2019-000229,4
IN-2019-000230,3
RU-2019-000231,5
IN-2019-000232,5
IN-2019-000233,4
IN-2019-000234,5
JA-2019-000235,4
CH-2019-000236,2
IN-2019-000237,5
IN-2019-000238,3
CH-2019-000239,5
SI-2019-000240,4
IN-2019-000241,3
IN-2019-000242,3
IN-2019-000243,5
JA-2019-000244,4
IN-2019-000245,1
CH-2019-000246,3
JA-2019-000247,5
CH-2019-000248,3
JA-2019-000249,5
SI-2019-000250,1
IN-2019-000251,4
CH-2019-000252,2
CH-2019-000253,5
IN-2019-000254,5
IN-2019-000255,5
MA-2019-000256,5
IN-2019-000257,4
CH-2019-000258,5
RU-2019-000259,5
CH-2019-000260,5
IN-2019-000261,5
JA-2019-000262,4
IN-2019-000263,4
RU-2019-000264,4
IN-2019-000265,5
IN-2019-000266,5
RU-2019-000267,4
MA-2019-000268,3
JA-2019-000269,4
JA-2019-000270,1
IN-2019-000271,2
CH-2019-000272,4
IN-2019-000273,5
CH-2019-000274,3
SI-2019-000275,3
JA-2019-000276,5
CH-2019-000277,5
RU-2019-000278,3
IN-2019-000279,5
IN-2019-000280,5
IN-2019-000281,4
JA-2019-000282,5
JA-2019-000283,5
MA-2019-000284,5
IN-2019-000285,5
CH-2019-000286,2
IN-2019-000287,2
IN-2019-000288,3
MA-2019-000289,4
IN-2019-000290,5
CH-2019-000291,4
CH-2019-000292,3
RU-2019-000293,4
IN-2019-000294,1
CH-2019-000295,5
IN-2019-000296,5
CH-2019-000297,5
CH-2019-000298,2
RU-2019-000299,5
JA-2019-000300,5
CH-2019-000301,5
IN-2019-000302,3
RU-2019-000303,5
JA-2019-000304,5
RU-2019-000305,5
CH-2019-000306,3
IN-2019-000307,3
IN-2019-000308,3
IN-2019-000309,5
CH-2019-000310,4
IN-2019-000311,5
JA-2019-000312,3
CH-2019-000313,5
IN-2019-000314,3
JA-2019-000315,3
JA-2019-000316,5
IN-2019-000317,4
IN-2019-000318,5
IN-2019-000319,5
JA-2019-000320,5
IN-2019-000321,5
MA-2019-000322,3
IN-2019-000323,3
IN-2019-000324,4
IN-2019-000325,4
JA-2019-000326,4
IN-2019-000327,5
CH-2019-000328,4
RU-2019-000329,3
CH-2019-000330,5
IN-2019-000331,5
IN-2019-000332,5
JA-2019-000333,5
IN-2019-000334,3
MA-2019-000335,5
IN-2019-000336,4
CH-2019-000337,5
SI-2019-000338,4
RU-2019-000339,5
SI-2019-000340,3
SI-2019-000341,5
CH-2019-000342,3
IN-2019-000343,3
JA-2019-000344,4
IN-2019-000345,1
RU-2019-000346,5
IN-2019-000347,5
IN-2019-000348,5
JA-2019-000349,4
JA-2019-000350,5
IN-2019-000351,5
IN-2019-000352,5
RU-2019-000353,4
SI-2019-000354,5
SI-2019-000355,3
IN-2019-000356,5
MA-2019-000357,3
MA-2019-000358,5
MA-2019-000359,5
MA-2019-000360,5
JA-2019-000361,3
IN-2019-000362,4
JA-2019-000363,4
IN-2019-000364,5
CH-2019-000365,3
SI-2019-000366,5
JA-2019-000367,5
IN-2019-000368,1
JA-2019-000369,4
CH-2019-000370,1
SI-2019-000371,4
JA-2019-000372,5
IN-2019-000373,5
IN-2019-000374,4
RU-2019-000375,5
SI-2019-000376,4
IN-2019-000377,5
SI-2019-000378,5
IN-2019-000379,3
IN-2019-000380,2
CH-2019-000381,5
MA-2019-000382,5
MA-2019-000383,4
IN-2019-000384,1
JA-2019-000385,5
IN-2019-000386,2
SI-2019-000387,5
JA-2019-000388,1
MA-2019-000389,4
RU-2019-000390,4
IN-2019-000391,5
CH-2019-000392,5
IN-2019-000393,5
IN-2019-000394,5
RU-2019-000395,5
IN-2019-000396,5
IN-2019-000397,5
JA-2019-000398,3
IN-2019-000399,1
CH-2019-000400,3
MA-2019-000401,4
JA-2019-000402,5
CH-2019-000403,5
IN-2019-000404,1
CH-2019-000405,5
SI-2019-000406,5
MA-2019-000407,5
IN-2019-000408,5
RU-2019-000409,3
CH-2019-000410,4
IN-2019-000411,5
SI-2019-000412,5
CH-2019-000413,4
JA-2019-000414,1
SI-2019-000415,2
RU-2019-000416,4
CH-2019-000417,4
IN-2019-000418,4
JA-2019-000419,4
JA-2019-000420,2
CH-2019-000421,5
JA-2019-000422,5
IN-2019-000423,5
RU-2019-000424,5
RU-2019-000425,1
CH-2019-000426,4
IN-2019-000427,2
CH-2019-000428,1
IN-2019-000429,5
IN-2019-000430,4
JA-2019-000431,4
IN-2019-000432,5
JA-2019-000433,1
RU-2019-000434,5
IN-2019-000435,1
JA-2019-000436,5
IN-2019-000437,5
RU-2019-000438,5
JA-2019-000439,5
RU-2019-000440,4
CH-2019-000441,4
CH-2019-000442,5
RU-2019-000443,5
IN-2019-000444,5
IN-2019-000445,5
CH-2019-000446,5
RU-2019-000447,5
RU-2019-000448,5
MA-2019-000449,3
MA-2019-000450,4
IN-2019-000451,5
IN-2019-000452,5
IN-2019-000453,4
MA-2019-000454,4
IN-2019-000455,4
IN-2019-000456,5
JA-2019-000457,4
JA-2019-000458,4
IN-2019-000459,5
JA-2019-000460,3
CH-2019-000461,5
RU-2019-000462,4
MA-2019-000463,5
IN-2019-000464,5
JA-2019-000465,4
IN-2019-000466,4
JA-2019-000467,1
RU-2019-000468,4
IN-2019-000469,5
RU-2019-000470,4
IN-2019-000471,5
IN-2019-000472,4
IN-2019-000473,5
RU-2019-000474,3
IN-2019-000475,5
IN-2019-000476,5
RU-2019-000477,5
IN-2019-000478,3
CH-2019-000479,3
CH-2019-000480,4
IN-2019-000481,4
IN-2019-000482,4
JA-2019-000483,3
IN-2019-000484,5
SI-2019-000485,5
CH-2019-000486,5
IN-2019-000487,2
SI-2019-000488,1
IN-2019-000489,3
IN-2019-000490,5
IN-2019-000491,5
IN-2019-000492,5
CH-2019-000493,5
SI-2019-000494,1
RU-2019-000495,1
IN-2019-000496,5
JA-2019-000497,5
IN-2019-000498,3
IN-2019-000499,5
SI-2019-000500,1
IN-2019-000501,5
MA-2019-000502,4
MA-2019-000503,4
IN-2019-000504,4
JA-2019-000505,2
JA-2019-000506,2
IN-2019-000507,5
IN-2019-000508,2
IN-2019-000509,5
RU-2019-000510,5
MA-2019-000511,5
CH-2019-000512,5
MA-2019-000513,4
IN-2019-000514,2
RU-2019-000515,2
RU-2019-000516,5
CH-2019-000517,5
IN-2019-000518,4
RU-2019-000519,2
IN-2019-000520,5
IN-2019-000521,5
RU-2019-000522,5
IN-2019-000523,5
SI-2019-000524,5
RU-2019-000525,1
IN-2019-000526,4
CH-2019-000527,5
JA-2019-000528,4
RU-2019-000529,5
MA-2019-000530,5
IN-2019-000531,5
CH-2019-000532,3
RU-2019-000533,5
IN-2019-000534,4
CH-2019-000535,5
IN-2019-000536,5
SI-2019-000537,4
RU-2019-000538,5
JA-2019-000539,5
IN-2019-000540,5
MA-2019-000541,1
JA-2019-000542,3
SI-2019-000543,5
IN-2019-000544,5
RU-2019-000545,5
SI-2019-000546,4
IN-2019-000547,5
MA-2019-000548,3
IN-2019-000549,5
RU-2019-000550,5
IN-2019-000551,5
JA-2019-000552,4
RU-2019-000553,5
SI-2019-000554,5
JA-2019-000555,1
MA-2019-000556,3
JA-2019-000557,5
CH-2019-000558,3
CH-2019-000559,4
IN-2019-000560,3
IN-2019-000561,5
IN-2019-000562,4
IN-2019-000563,2
SI-2019-000564,5
JA-2019-000565,2
IN-2019-000566,4
MA-2019-000567,5
IN-2019-000568,5
IN-2019-000569,5
SI-2019-000570,5
IN-2019-000571,5
SI-2019-000572,2
IN-2019-000573,4
RU-2019-000574,5
IN-2019-000575,2
CH-2019-000576,5
RU-2019-000577,1
IN-2019-000578,4
IN-2019-000579,5
SI-2019-000580,4
MA-2019-000581,1
RU-2019-000582,2
IN-2019-000583,3
RU-2019-000584,1
IN-2019-000585,2
IN-2019-000586,1
JA-2019-000587,5
CH-2019-000588,4
IN-2019-000589,5
JA-2019-000590,1
CH-2019-000591,4
JA-2019-000592,2
IN-2019-000593,5
IN-2019-000594,5
MA-2019-000595,5
IN-2019-000596,5
RU-2019-000597,4
SI-2019-000598,3
SI-2019-000599,4
IN-2019-000600,4
JA-2019-000601,5
JA-2019-000602,4
RU-2019-000603,5
IN-2019-000604,5
JA-2019-000605,5
IN-2019-000606,5
IN-2019-000607,5
RU-2019-000608,5
IN-2019-000609,3
CH-2019-000610,5
IN-2019-000611,5
JA-2019-000612,2
RU-2019-000613,4
IN-2019-000614,3
RU-2019-000615,5
IN-2019-000616,4
RU-2019-000617,3
SI-2019-000618,4
MA-2019-000619,5
CH-2019-000620,5
IN-2019-000621,5
JA-2019-000622,3
IN-2019-000623,5
IN-2019-000624,1
IN-2019-000625,5
MA-2019-000626,5
RU-2019-000627,5
IN-2019-000628,5
IN-2019-000629,1
RU-2019-000630,5
JA-2019-000631,3
MA-2019-000632,4
CH-2019-000633,3
SI-2019-000634,1
IN-2019-000635,5
SI-2019-000636,1
SI-2019-000637,5
IN-2019-000638,4
IN-2019-000639,5
MA-2019-000640,5
JA-2019-000641,5
MA-2019-000642,5
IN-2019-000643,3
IN-2019-000644,4
IN-2019-000645,5
IN-2019-000646,5
JA-2019-000647,1
SI-2019-000648,5
MA-2019-000649,2
IN-2019-000650,5
SI-2019-000651,2
CH-2019-000652,5
IN-2019-000653,5
IN-2019-000654,1
CH-2019-000655,5
JA-2019-000656,5
RU-2019-000657,5
RU-2019-000658,5
CH-2019-000659,3
IN-2019-000660,3
SI-2019-000661,4
CH-2019-000662,4
CH-2019-000663,4
MA-2019-000664,3
IN-2019-000665,5
IN-2019-000666,5
IN-2019-000667,5
IN-2019-000668,5
IN-2019-000669,5
SI-2019-000670,4
JA-2019-000671,5
MA-2019-000672,3
SI-2019-000673,5
MA-2019-000674,1
IN-2019-000675,5
JA-2019-000676,3
IN-2019-000677,5
JA-2019-000678,4
CH-2019-000679,5
CH-2019-000680,3
IN-2019-000681,5
CH-2019-000682,5
CH-2019-000683,4
IN-2019-000684,4
MA-2019-000685,2
JA-2019-000686,5
RU-2019-000687,4
CH-2019-000688,4
IN-2019-000689,5
IN-2019-000690,4
IN-2019-000691,5
IN-2019-000692,5
MA-2019-000693,2
IN-2019-000694,5
IN-2019-000695,5
JA-2019-000696,5
CH-2019-000697,5
IN-2019-000698,4
JA-2019-000699,5
IN-2019-000700,4
JA-2019-000701,5
IN-2019-000702,5
MA-2019-000703,2
IN-2019-000704,2
CH-2019-000705,5
MA-2019-000706,5
RU-2019-000707,5
IN-2019-000708,1
MA-2019-000709,3
JA-2019-000710,4
JA-2019-000711,5
IN-2019-000712,3
RU-2019-000713,5
JA-2019-000714,5
RU-2019-000715,3
CH-2019-000716,5
IN-2019-000717,1
JA-2019-000718,2
IN-2019-000719,2
IN-2019-000720,5
IN-2019-000721,4
IN-2019-000722,5
JA-2019-000723,4
IN-2019-000724,3
IN-2019-000725,5
IN-2019-000726,5
IN-2019-000727,5
SI-2019-000728,4
IN-2019-000729,5
IN-2019-000730,5
IN-2019-000731,5
JA-2019-000732,5
CH-2019-000733,5
IN-2019-000734,3
RU-2019-000735,4
CH-2019-000736,1
MA-2019-000737,3
MA-2019-000738,4
IN-2019-000739,4
RU-2019-000740,4
RU-2019-000741,5
MA-2019-000742,5
CH-2019-000743,5
IN-2019-000744,5
SI-2019-000745,4
RU-2019-000746,5
SI-2019-000747,5
RU-2019-000748,3
CH-2019-000749,3
IN-2019-000750,5
CH-2019-000751,5
IN-2019-000752,5
MA-2019-000753,3
IN-2019-000754,4
IN-2019-000755,5
JA-2019-000756,5
IN-2019-000757,4
IN-2019-000758,5
JA-2019-000759,5
IN-2019-000760,3
SI-2019-000761,2
JA-2019-000762,4
SI-2019-000763,4
IN-2019-000764,4
IN-2019-000765,4
SI-2019-000766,5
IN-2019-000767,5
RU-2019-000768,4
CH-2019-000769,5
IN-2019-000770,5
IN-2019-000771,4
RU-2019-000772,4
CH-2019-000773,4
JA-2019-000774,3
MA-2019-000775,5
IN-2019-000776,5
IN-2019-000777,5
CH-2019-000778,5
IN-2019-000779,5
MA-2019-000780,4
CH-2019-000781,5
IN-2019-000782,5
JA-2019-000783,4
JA-2019-000784,3
IN-2019-000785,5
JA-2019-000786,5
CH-2019-000787,4
JA-2019-000788,5
IN-2019-000789,5
RU-2019-000790,5
IN-2019-000791,3
IN-2019-000792,5
CH-2019-000793,3
IN-2019-000794,4
CH-2019-000795,1
JA-2019-000796,5
IN-2019-000797,5
SI-2019-000798,4
IN-2019-000799,4
JA-2019-000800,5
IN-2019-000801,5
IN-2019-000802,5
IN-2019-000803,4
CH-2019-000804,4
JA-2019-000805,4
RU-2019-000806,5
MA-2019-000807,4
IN-2019-000808,4
IN-2019-000809,3
IN-2019-000810,4
IN-2019-000811,2
MA-2019-000812,5
IN-2019-000813,4
RU-2019-000814,5
JA-2019-000815,5
JA-2019-000816,5
IN-2019-000817,1
IN-2019-000818,5
IN-2019-000819,4
JA-2019-000820,2
RU-2019-000821,4
IN-2019-000822,5
MA-2019-000823,4
JA-2019-000824,5
CH-2019-000825,5
IN-2019-000826,5
CH-2019-000827,5
RU-2019-000828,5
JA-2019-000829,5
IN-2019-000830,4
IN-2019-000831,5
SI-2019-000832,5
RU-2019-000833,3
JA-2019-000834,5
CH-2019-000835,5
JA-2019-000836,4
IN-2019-000837,2
IN-2019-000838,3
CH-2019-000839,3
SI-2019-000840,3
IN-2019-000841,5
IN-2019-000842,4
CH-2019-000843,5
IN-2019-000844,4
SI-2019-000845,5
RU-2019-000846,1
MA-2019-000847,4
IN-2019-000848,5
IN-2019-000849,4
CH-2019-000850,4
IN-2019-000851,5
CH-2019-000852,3
MA-2019-000853,5
IN-2019-000854,5
IN-2019-000855,5
RU-2019-000856,1
JA-2019-000857,3
IN-2019-000858,5
MA-2019-000859,3
SI-2019-000860,4
CH-2019-000861,5
MA-2019-000862,4
MA-2019-000863,3
IN-2019-000864,2
RU-2019-000865,2
IN-2019-000866,5
CH-2019-000867,3
CH-2019-000868,4
IN-2019-000869,5
CH-2019-000870,4
JA-2019-000871,5
CH-2019-000872,5
CH-2019-000873,4
IN-2019-000874,5
CH-2019-000875,5
JA-2019-000876,4
IN-2019-000877,3
IN-2019-000878,1
CH-2019-000879,5
RU-2019-000880,4
IN-2019-000881,3
JA-2019-000882,5
IN-2019-000883,5
JA-2019-000884,4
SI-2019-000885,5
MA-2019-000886,5
SI-2019-000887,5
CH-2019-000888,5
JA-2019-000889,4
CH-2019-000890,5
CH-2019-000891,3
JA-2019-000892,3
IN-2019-000893,5
IN-2019-000894,2
SI-2019-000895,4
JA-2019-000896,5
MA-2019-000897,5
SI-2019-000898,5
IN-2019-000899,4
CH-2019-000900,5
IN-2019-000901,4
RU-2019-000902,5
IN-2019-000903,4
SI-2019-000904,5
JA-2019-000905,5
MA-2019-000906,5
SI-2019-000907,5
MA-2019-000908,5
RU-2019-000909,2
RU-2019-000910,4
MA-2019-000911,4
SI-2019-000912,5
CH-2019-000913,5
IN-2019-000914,5
SI-2019-000915,5
IN-2019-000916,2
RU-2019-000917,2
RU-2019-000918,5
IN-2019-000919,5
JA-2019-000920,5
JA-2019-000921,4
RU-2019-000922,5
IN-2019-000923,4
IN-2019-000924,5
IN-2019-000925,4
IN-2019-000926,4
SI-2019-000927,5
MA-2019-000928,5
IN-2019-000929,5
IN-2019-000930,5
JA-2019-000931,5
JA-2019-000932,5
CH-2019-000933,5
CH-2019-000934,5
MA-2019-000935,4
CH-2019-000936,5
JA-2019-000937,5
IN-2019-000938,2
JA-2019-000939,5
SI-2019-000940,5
RU-2019-000941,4
IN-2019-000942,5
IN-2019-000943,2
IN-2019-000944,5
MA-2019-000945,4
SI-2019-000946,5
JA-2019-000947,5
JA-2019-000948,4
JA-2019-000949,4
IN-2019-000950,4
SI-2019-000951,5
IN-2019-000952,5
IN-2019-000953,4
SI-2019-000954,5
IN-2019-000955,5
RU-2019-000956,4
IN-2019-000957,5
CH-2019-000958,5
CH-2019-000959,4
MA-2019-000960,5
CH-2019-000961,5
MA-2019-000962,3
CH-2019-000963,5
IN-2019-000964,2
IN-2019-000965,1
MA-2019-000966,5
MA-2019-000967,4
IN-2019-000968,4
JA-2019-000969,5
MA-2019-000970,5
CH-2019-000971,5
RU-2019-000972,3
SI-2019-000973,5
SI-2019-000974,3
IN-2019-000975,5
IN-2019-000976,4
RU-2019-000977,5
MA-2019-000978,3
SI-2019-000979,5
CH-2019-000980,5
JA-2019-000981,4
IN-2019-000982,5
IN-2019-000983,5
RU-2019-000984,4
JA-2019-000985,5
CH-2019-000986,3
CH-2019-000987,5
RU-2019-000988,4
CH-2019-000989,4
IN-2019-000990,4
SI-2019-000991,5
JA-2019-000992,5
JA-2019-000993,1
IN-2019-000994,4
RU-2019-000995,5
CH-2019-000996,5
CH-2019-000997,5
JA-2019-000998,4
IN-2019-000999,4
CH-2019-001000,5
IN-2019-001001,4
RU-2019-001002,4
JA-2019-001003,5
IN-2019-001004,4
JA-2019-001005,4
IN-2019-001006,2
IN-2019-001007,5
IN-2019-001008,5
CH-2019-001009,5
CH-2019-001010,5
IN-2019-001011,2
IN-2019-001012,1
MA-2019-001013,4
JA-2019-001014,2
RU-2019-001015,5
JA-2019-001016,4
IN-2019-001017,4
RU-2019-001018,5
MA-2019-001019,4
JA-2019-001020,5
JA-2019-001021,5
IN-2019-001022,5
CH-2019-001023,5
JA-2019-001024,5
CH-2019-001025,5
JA-2019-001026,5
IN-2019-001027,5
IN-2019-001028,3
RU-2019-001029,3
RU-2019-001030,4
IN-2019-001031,5
IN-2019-001032,4
RU-2019-001033,5
RU-2019-001034,5
IN-2019-001035,1
MA-2019-001036,4
JA-2019-001037,5
JA-2019-001038,5
CH-2019-001039,4
JA-2019-001040,2
IN-2019-001041,1
IN-2019-001042,5
SI-2019-001043,4
IN-2019-001044,5
RU-2019-001045,5
SI-2019-001046,4
IN-2019-001047,5
JA-2019-001048,4
IN-2019-001049,5
IN-2019-001050,3
IN-2019-001051,2
CH-2019-001052,4
IN-2019-001053,5
RU-2019-001054,2
RU-2019-001055,2
IN-2019-001056,5
IN-2019-001057,4
IN-2019-001058,5
JA-2019-001059,2
IN-2019-001060,5
RU-2019-001061,5
IN-2019-001062,5
IN-2019-001063,5
CH-2019-001064,4
IN-2019-001065,4
MA-2019-001066,5
JA-2019-001067,5
RU-2019-001068,1
JA-2019-001069,5
CH-2019-001070,5
CH-2019-001071,4
CH-2019-001072,2
JA-2019-001073,5
CH-2019-001074,5
RU-2019-001075,5
JA-2019-001076,4
JA-2019-001077,2
IN-2019-001078,5
IN-2019-001079,5
CH-2019-001080,5
MA-2019-001081,5
JA-2019-001082,5
RU-2019-001083,4
CH-2019-001084,3
IN-2019-001085,3
JA-2019-001086,3
IN-2019-001087,5
RU-2019-001088,5
IN-2019-001089,4
IN-2019-001090,4
IN-2019-001091,5
IN-2019-001092,5
RU-2019-001093,5
CH-2019-001094,5
RU-2019-001095,4
IN-2019-001096,1
IN-2019-001097,5
JA-2019-001098,5
MA-2019-001099,5
IN-2019-001100,5
IN-2019-001101,4
IN-2019-001102,4
RU-2019-001103,4
CH-2019-001104,5
SI-2019-001105,4
JA-2019-001106,5
SI-2019-001107,5
IN-2019-001108,5
RU-2019-001109,5
RU-2019-001110,5
IN-2019-001111,5
IN-2019-001112,5
IN-2019-001113,4
IN-2019-001114,4
IN-2019-001115,4
MA-2019-001116,5
CH-2019-001117,3
IN-2019-001118,5
RU-2019-001119,4
CH-2019-001120,5
MA-2019-001121,5
MA-2019-001122,5
JA-2019-001123,4
JA-2019-001124,4
IN-2019-001125,5
IN-2019-001126,4
MA-2019-001127,5
IN-2019-001128,4
IN-2019-001129,4
IN-2019-001130,1
IN-2019-001131,3
JA-2019-001132,5
CH-2019-001133,4
IN-2019-001134,5
MA-2019-001135,4
CH-2019-001136,5
CH-2019-001137,4
JA-2019-001138,4
JA-2019-001139,2
JA-2019-001140,3
RU-2019-001141,5
MA-2019-001142,4
RU-2019-001143,5
RU-2019-001144,5
CH-2019-001145,4
SI-2019-001146,5
IN-2019-001147,5
JA-2019-001148,4
IN-2019-001149,1
RU-2019-001150,4
RU-2019-001151,5
IN-2019-001152,4
CH-2019-001153,5
IN-2019-001154,5
IN-2019-001155,5
IN-2019-001156,5
MA-2019-001157,3
IN-2019-001158,5
JA-2019-001159,1
IN-2019-001160,4
RU-2019-001161,2
RU-2019-001162,5
RU-2019-001163,4
CH-2019-001164,4
CH-2019-001165,4
IN-2019-001166,5
IN-2019-001167,5
MA-2019-001168,1
JA-2019-001169,5
JA-2019-001170,1
JA-2019-001171,4
MA-2019-001172,2
JA-2019-001173,1
MA-2019-001174,3
MA-2019-001175,2
RU-2019-001176,4
IN-2019-001177,5
CH-2019-001178,5
CH-2019-001179,3
IN-2019-001180,2
RU-2019-001181,4
RU-2019-001182,5
IN-2019-001183,5
IN-2019-001184,4
SI-2019-001185,4
IN-2019-001186,5
IN-2019-001187,5
IN-2019-001188,5
JA-2019-001189,4
MA-2019-001190,5
MA-2019-001191,1
MA-2019-001192,3
RU-2019-001193,4
RU-2019-001194,5
RU-2019-001195,4
IN-2019-001196,5
MA-2019-001197,4
MA-2019-001198,5
RU-2019-001199,5
IN-2019-001200,1
IN-2019-001201,5
MA-2019-001202,3
MA-2019-001203,5
IN-2019-001204,4
CH-2019-001205,5
JA-2019-001206,5
JA-2019-001207,1
IN-2019-001208,5
IN-2019-001209,2
IN-2019-001210,5
JA-2019-001211,3
IN-2019-001212,2
JA-2019-001213,5
JA-2019-001214,5
MA-2019-001215,3
IN-2019-001216,5
RU-2019-001217,3
IN-2019-001218,1
RU-2019-001219,4
CH-2019-001220,4
SI-2019-001221,2
CH-2019-001222,5
RU-2019-001223,3
SI-2019-001224,1
CH-2019-001225,3
JA-2019-001226,3
RU-2019-001227,4
IN-2019-001228,5
IN-2019-001229,3
CH-2019-001230,3
CH-2019-001231,5
IN-2019-001232,4
RU-2019-001233,5
IN-2019-001234,5
IN-2019-001235,1
IN-2019-001236,4
JA-2019-001237,5
SI-2019-001238,5
IN-2019-001239,5
RU-2019-001240,3
JA-2019-001241,3
IN-2019-001242,5
CH-2019-001243,2
MA-2019-001244,5
SI-2019-001245,5
JA-2019-001246,5
IN-2019-001247,5
IN-2019-001248,5
JA-2019-001249,5
JA-2019-001250,1
IN-2019-001251,3
JA-2019-001252,4
RU-2019-001253,4
IN-2019-001254,5
IN-2019-001255,5
JA-2019-001256,5
JA-2019-001257,5
CH-2019-001258,5
IN-2019-001259,5
IN-2019-001260,4
JA-2019-001261,4
JA-2019-001262,3
CH-2019-001263,4
MA-2019-001264,1
RU-2019-001265,4
JA-2019-001266,5
JA-2019-001267,5
IN-2019-001268,5
IN-2019-001269,4
IN-2019-001270,5
